reads,avg_candidates,total_clusters,total_buckets,avg_bucket_size,max_bucket_size,worstKmer
8690000,7,4632431,22358424,1.0,2254,1152921504606846975
8700000,7,4636765,22378949,1.0,2256,1152921504606846975
8710000,7,4641237,22400078,1.0,2258,1152921504606846975
8720000,9,4645798,22421725,1.0,2264,1152921504606846975
8730000,6,4650193,22442596,1.0,2265,1152921504606846975
8740000,8,4654644,22463622,1.0,2267,1152921504606846975
8750000,6,4659089,22484689,1.0,2269,1152921504606846975
8760000,6,4663498,22505569,1.0,2269,1152921504606846975
8770000,7,4667936,22526512,1.0,2271,1152921504606846975
8780000,7,4672374,22547524,1.0,2274,1152921504606846975
8790000,7,4676971,22569383,1.0,2275,1152921504606846975
8800000,8,4681392,22590483,1.0,2277,1152921504606846975
8810000,7,4685784,22611240,1.0,2277,1152921504606846975
8820000,9,4690137,22631768,1.0,2281,1152921504606846975
8830000,6,4694551,22652648,1.0,2286,1152921504606846975
8840000,8,4698913,22673291,1.0,2290,1152921504606846975
8850000,7,4703193,22693625,1.0,2295,1152921504606846975
8860000,8,4707586,22714421,1.0,2296,1152921504606846975
8870000,5,4711936,22735058,1.0,2299,1152921504606846975
8880000,7,4716331,22755856,1.0,2300,1152921504606846975
8890000,7,4720631,22776114,1.0,2302,1152921504606846975
8900000,8,4725072,22797181,1.0,2306,1152921504606846975
8910000,8,4729303,22817174,1.0,2307,1152921504606846975
8920000,7,4733655,22837747,1.0,2311,1152921504606846975
8930000,7,4737966,22858155,1.0,2311,1152921504606846975
8940000,8,4742207,22878200,1.0,2312,1152921504606846975
8950000,9,4746456,22898231,1.0,2317,1152921504606846975
8960000,8,4750845,22918794,1.0,2320,1152921504606846975
8970000,7,4755216,22939555,1.0,2321,1152921504606846975
8980000,6,4759559,22960187,1.0,2321,1152921504606846975
8990000,7,4764002,22981310,1.0,2325,1152921504606846975
9000000,7,4768303,23001539,1.0,2328,1152921504606846975
9010000,7,4772686,23022303,1.0,2331,1152921504606846975
9020000,7,4777096,23043185,1.0,2331,1152921504606846975
9030000,6,4781435,23063661,1.0,2334,1152921504606846975
9040000,8,4785818,23084403,1.0,2335,1152921504606846975
9050000,7,4790087,23104583,1.0,2337,1152921504606846975
9060000,7,4794381,23124911,1.0,2341,1152921504606846975
9070000,8,4798733,23145475,1.0,2345,1152921504606846975
9080000,7,4803058,23165998,1.0,2346,1152921504606846975
9090000,8,4807538,23187246,1.0,2348,1152921504606846975
9100000,9,4811894,23207776,1.0,2351,1152921504606846975
9110000,8,4816359,23228844,1.0,2352,1152921504606846975
9120000,7,4820808,23249882,1.0,2353,1152921504606846975
9130000,5,4825250,23270789,1.0,2354,1152921504606846975
9140000,9,4829768,23292206,1.0,2357,1152921504606846975
9150000,9,4834123,23312796,1.0,2361,1152921504606846975
9160000,6,4838524,23333668,1.0,2361,1152921504606846975
9170000,6,4842900,23354270,1.0,2363,1152921504606846975
9180000,8,4847251,23374759,1.0,2365,1152921504606846975
9190000,7,4851641,23395491,1.0,2367,1152921504606846975
9200000,8,4855944,23415800,1.0,2368,1152921504606846975
9210000,6,4860234,23436148,1.0,2370,1152921504606846975
9220000,9,4864616,23456847,1.0,2374,1152921504606846975
9230000,7,4868982,23477489,1.0,2375,1152921504606846975
9240000,8,4873316,23497982,1.0,2380,1152921504606846975
9250000,9,4877745,23518977,1.0,2382,1152921504606846975
9260000,9,4882121,23539678,1.0,2384,1152921504606846975
9270000,7,4886403,23559986,1.0,2386,1152921504606846975
9280000,8,4890699,23580349,1.0,2386,1152921504606846975
9290000,8,4895034,23600870,1.0,2387,1152921504606846975
9300000,8,4899325,23621201,1.0,2389,1152921504606846975
9310000,6,4903719,23641927,1.0,2391,1152921504606846975
9320000,10,4908027,23662309,1.0,2394,1152921504606846975
9330000,8,4912428,23683162,1.0,2395,1152921504606846975
9340000,10,4916755,23703569,1.0,2398,1152921504606846975
9350000,9,4921098,23724087,1.0,2403,1152921504606846975
9360000,6,4925470,23744824,1.0,2403,1152921504606846975
9370000,8,4929769,23765119,1.0,2405,1152921504606846975
9380000,6,4934148,23785793,1.0,2406,1152921504606846975
9390000,8,4938447,23806103,1.0,2410,1152921504606846975
9400000,8,4942748,23826544,1.0,2413,1152921504606846975
9410000,7,4947131,23847281,1.0,2414,1152921504606846975
9420000,8,4951457,23867831,1.0,2417,1152921504606846975
9430000,8,4955818,23888395,1.0,2422,1152921504606846975
9440000,5,4960086,23908491,1.0,2423,1152921504606846975
9450000,9,4964459,23929180,1.0,2426,1152921504606846975
9460000,7,4968828,23949824,1.0,2431,1152921504606846975
9470000,8,4973122,23970130,1.0,2433,1152921504606846975
9480000,8,4977517,23990872,1.0,2435,1152921504606846975
9490000,8,4981760,24010957,1.0,2439,1152921504606846975
9500000,8,4986111,24031482,1.0,2443,1152921504606846975
9510000,9,4990420,24051813,1.0,2446,1152921504606846975
9520000,10,4994805,24072590,1.0,2451,1152921504606846975
9530000,6,4999171,24093269,1.0,2453,1152921504606846975
9540000,8,5003476,24113560,1.0,2454,1152921504606846975
9550000,9,5007841,24134169,1.0,2455,1152921504606846975
9560000,8,5012187,24154783,1.0,2458,1152921504606846975
9570000,8,5016539,24175285,1.0,2459,1152921504606846975
9580000,8,5020932,24195945,1.0,2464,1152921504606846975
9590000,7,5025249,24216286,1.0,2466,1152921504606846975
9600000,9,5029515,24236429,1.0,2470,1152921504606846975
9610000,5,5033872,24257052,1.0,2470,1152921504606846975
9620000,9,5038207,24277591,1.0,2471,1152921504606846975
9630000,8,5042504,24297817,1.0,2475,1152921504606846975
9640000,6,5046784,24318097,1.0,2478,1152921504606846975
9650000,6,5051107,24338507,1.0,2481,1152921504606846975
9660000,7,5055373,24358771,1.0,2483,1152921504606846975
9670000,9,5059628,24378932,1.0,2485,1152921504606846975
9680000,8,5063944,24399222,1.0,2488,1152921504606846975
9690000,7,5068285,24419828,1.0,2489,1152921504606846975
9700000,6,5072570,24440035,1.0,2490,1152921504606846975
9710000,6,5076807,24460067,1.0,2491,1152921504606846975
9720000,8,5081039,24479975,1.0,2492,1152921504606846975
9730000,9,5085434,24500694,1.0,2493,1152921504606846975
9740000,7,5089766,24521157,1.0,2495,1152921504606846975
9750000,7,5094074,24541457,1.0,2496,1152921504606846975
9760000,7,5098422,24561965,1.0,2498,1152921504606846975
9770000,7,5102706,24582209,1.0,2501,1152921504606846975
9780000,7,5106969,24602414,1.0,2502,1152921504606846975
9790000,8,5111160,24622255,1.0,2505,1152921504606846975
9800000,6,5115426,24642425,1.0,2506,1152921504606846975
9810000,8,5119774,24662959,1.0,2509,1152921504606846975
9820000,9,5123995,24682888,1.0,2512,1152921504606846975
9830000,6,5128268,24703003,1.0,2516,1152921504606846975
9840000,8,5132431,24722572,1.0,2518,1152921504606846975
9850000,9,5136713,24742855,1.0,2523,1152921504606846975
9860000,6,5141002,24763155,1.0,2527,1152921504606846975
9870000,9,5145286,24783449,1.0,2528,1152921504606846975
9880000,6,5149518,24803407,1.0,2531,1152921504606846975
9890000,7,5153711,24823235,1.0,2531,1152921504606846975
9900000,7,5157958,24843297,1.0,2531,1152921504606846975
9910000,7,5162186,24863160,1.0,2532,1152921504606846975
9920000,7,5166531,24883717,1.0,2537,1152921504606846975
9930000,9,5170781,24903768,1.0,2539,1152921504606846975
9940000,10,5174985,24923619,1.0,2544,1152921504606846975
9950000,7,5179266,24943893,1.0,2547,1152921504606846975
9960000,8,5183578,24964285,1.0,2551,1152921504606846975
9970000,10,5187792,24984111,1.0,2553,1152921504606846975
9980000,9,5192014,25003932,1.0,2557,1152921504606846975
9990000,5,5196298,25024159,1.0,2558,1152921504606846975
10000000,7,5200559,25044325,1.0,2559,1152921504606846975
10010000,6,5204809,25064401,1.0,2561,1152921504606846975
10020000,7,5209047,25084410,1.0,2563,1152921504606846975
10030000,5,5213245,25104263,1.0,2564,1152921504606846975
10040000,8,5217526,25124444,1.0,2565,1152921504606846975
10050000,9,5221772,25144531,1.0,2567,1152921504606846975
10060000,9,5225999,25164512,1.0,2569,1152921504606846975
10070000,8,5230302,25184878,1.0,2573,1152921504606846975
10080000,7,5234509,25204735,1.0,2575,1152921504606846975
10090000,9,5238741,25224699,1.0,2579,1152921504606846975
10100000,7,5242976,25244694,1.0,2582,1152921504606846975
10110000,6,5247135,25264316,1.0,2583,1152921504606846975
10120000,10,5251320,25284054,1.0,2588,1152921504606846975
10130000,7,5255720,25304815,1.0,2590,1152921504606846975
10140000,11,5259917,25324635,1.0,2595,1152921504606846975
10150000,10,5264167,25344675,1.0,2597,1152921504606846975
10160000,6,5268378,25364643,1.0,2597,1152921504606846975
10170000,7,5272579,25384399,1.0,2600,1152921504606846975
10180000,7,5276779,25404105,1.0,2606,1152921504606846975
10190000,8,5281055,25424246,1.0,2608,1152921504606846975
10200000,6,5285352,25444552,1.0,2609,1152921504606846975
10210000,8,5289559,25464373,1.0,2612,1152921504606846975
10220000,9,5293805,25484429,1.0,2614,1152921504606846975
10230000,7,5297955,25503990,1.0,2614,1152921504606846975
10240000,10,5302192,25523949,1.0,2619,1152921504606846975
10250000,9,5306393,25543737,1.0,2621,1152921504606846975
10260000,9,5310679,25563976,1.0,2624,1152921504606846975
10270000,8,5314911,25583976,1.0,2626,1152921504606846975
10280000,8,5319128,25603889,1.0,2629,1152921504606846975
10290000,7,5323361,25623871,1.0,2631,1152921504606846975
10300000,9,5327518,25643476,1.0,2633,1152921504606846975
10310000,8,5331714,25663263,1.0,2635,1152921504606846975
10320000,5,5335916,25683119,1.0,2636,1152921504606846975
10330000,9,5340073,25702633,1.0,2637,1152921504606846975
10340000,5,5344228,25722213,1.0,2639,1152921504606846975
10350000,6,5348428,25742009,1.0,2641,1152921504606846975
10360000,7,5352708,25762205,1.0,2643,1152921504606846975
10370000,5,5356865,25781825,1.0,2646,1152921504606846975
10380000,8,5361042,25801632,1.0,2646,1152921504606846975
10390000,9,5365268,25821570,1.0,2649,1152921504606846975
10400000,9,5369502,25841574,1.0,2654,1152921504606846975
10410000,8,5373587,25860843,1.0,2656,1152921504606846975
10420000,8,5377775,25880514,1.0,2657,1152921504606846975
10430000,8,5381990,25900495,1.0,2658,1152921504606846975
10440000,7,5386235,25920510,1.0,2658,1152921504606846975
10450000,9,5390402,25940104,1.0,2659,1152921504606846975
10460000,7,5394510,25959486,1.0,2662,1152921504606846975
10470000,9,5398729,25979307,1.0,2664,1152921504606846975
10480000,8,5402957,25999181,1.0,2668,1152921504606846975
10490000,7,5407068,26018579,1.0,2670,1152921504606846975
10500000,6,5411372,26038901,1.0,2674,1152921504606846975
10510000,9,5415542,26058606,1.0,2675,1152921504606846975
10520000,7,5419607,26077678,1.0,2678,1152921504606846975
10530000,8,5423789,26097499,1.0,2680,1152921504606846975
10540000,9,5427944,26117159,1.0,2684,1152921504606846975
10550000,7,5432055,26136541,1.0,2685,1152921504606846975
10560000,8,5436214,26156158,1.0,2688,1152921504606846975
10570000,10,5440437,26176098,1.0,2692,1152921504606846975
10580000,6,5444639,26195763,1.0,2695,1152921504606846975
10590000,8,5448768,26215332,1.0,2697,1152921504606846975
10600000,7,5452988,26235187,1.0,2700,1152921504606846975
10610000,6,5457209,26255122,1.0,2702,1152921504606846975
10620000,7,5461442,26275084,1.0,2704,1152921504606846975
10630000,5,5465577,26294629,1.0,2706,1152921504606846975
10640000,6,5469785,26314455,1.0,2710,1152921504606846975
10650000,7,5473917,26333911,1.0,2712,1152921504606846975
10660000,7,5478050,26353245,1.0,2716,1152921504606846975
10670000,8,5482273,26373154,1.0,2719,1152921504606846975
10680000,11,5486371,26392479,1.0,2722,1152921504606846975
10690000,7,5490500,26411880,1.0,2723,1152921504606846975
10700000,8,5494683,26431552,1.0,2724,1152921504606846975
10710000,6,5498864,26451257,1.0,2727,1152921504606846975
10720000,8,5502981,26470672,1.0,2731,1152921504606846975
10730000,7,5507172,26490490,1.0,2732,1152921504606846975
10740000,9,5511285,26509828,1.0,2734,1152921504606846975
10750000,9,5515451,26529519,1.0,2737,1152921504606846975
10760000,7,5519594,26549053,1.0,2740,1152921504606846975
10770000,9,5523769,26568844,1.0,2743,1152921504606846975
10780000,9,5527857,26588195,1.0,2745,1152921504606846975
10790000,9,5531913,26607417,1.0,2750,1152921504606846975
10800000,9,5536141,26627355,1.0,2756,1152921504606846975
10810000,8,5540288,26646793,1.0,2758,1152921504606846975
10820000,9,5544365,26665982,1.0,2763,1152921504606846975
10830000,9,5548477,26685332,1.0,2769,1152921504606846975
10840000,9,5552627,26704889,1.0,2770,1152921504606846975
10850000,7,5556736,26724376,1.0,2773,1152921504606846975
10860000,7,5560887,26744054,1.0,2775,1152921504606846975
10870000,12,5565081,26763825,1.0,2783,1152921504606846975
10880000,8,5569157,26783059,1.0,2788,1152921504606846975
10890000,11,5573195,26801993,1.0,2790,1152921504606846975
10900000,6,5577273,26821251,1.0,2790,1152921504606846975
10910000,7,5581482,26841050,1.0,2792,1152921504606846975
10920000,8,5585570,26860326,1.0,2800,1152921504606846975
10930000,8,5589715,26879849,1.0,2805,1152921504606846975
10940000,8,5593863,26899396,1.0,2808,1152921504606846975
10950000,8,5597902,26918471,1.0,2812,1152921504606846975
10960000,10,5602048,26938109,1.0,2814,1152921504606846975
10970000,8,5606262,26957943,1.0,2815,1152921504606846975
10980000,7,5610374,26977353,1.0,2818,1152921504606846975
10990000,11,5614489,26996788,1.0,2821,1152921504606846975
11000000,7,5618659,27016457,1.0,2822,1152921504606846975
11010000,7,5622835,27036142,1.0,2826,1152921504606846975
11020000,8,5626940,27055608,1.0,2829,1152921504606846975
11030000,9,5631071,27075016,1.0,2835,1152921504606846975
11040000,8,5635236,27094612,1.0,2836,1152921504606846975
11050000,7,5639290,27113723,1.0,2840,1152921504606846975
11060000,9,5643514,27133524,1.0,2844,1152921504606846975
11070000,8,5647643,27153055,1.0,2850,1152921504606846975
11080000,10,5651766,27172496,1.0,2859,1152921504606846975
11090000,9,5655899,27191906,1.0,2867,1152921504606846975
11100000,7,5659993,27211156,1.0,2872,1152921504606846975
11110000,6,5664095,27230335,1.0,2878,1152921504606846975
11120000,9,5668202,27249712,1.0,2884,1152921504606846975
11130000,8,5672227,27268573,1.0,2889,1152921504606846975
11140000,7,5676338,27288020,1.0,2893,1152921504606846975
11150000,9,5680490,27307499,1.0,2897,1152921504606846975
11160000,11,5684626,27326968,1.0,2904,1152921504606846975
11170000,9,5688716,27346248,1.0,2909,1152921504606846975
11180000,7,5692877,27365842,1.0,2913,1152921504606846975
11190000,9,5696891,27384635,1.0,2916,1152921504606846975
11200000,9,5701018,27404031,1.0,2924,1152921504606846975
11210000,8,5705145,27423570,1.0,2925,1152921504606846975
11220000,8,5709288,27443171,1.0,2928,1152921504606846975
11230000,8,5713452,27462799,1.0,2930,1152921504606846975
11240000,8,5717640,27482500,1.0,2937,1152921504606846975
11250000,7,5721687,27501563,1.0,2941,1152921504606846975
11260000,9,5725903,27521498,1.0,2949,1152921504606846975
11270000,9,5730018,27540837,1.0,2954,1152921504606846975
11280000,8,5734076,27559888,1.0,2958,1152921504606846975
11290000,9,5738157,27579149,1.0,2960,1152921504606846975
11300000,11,5742264,27598468,1.0,2967,1152921504606846975
11310000,9,5746417,27617976,1.0,2973,1152921504606846975
11320000,12,5750576,27637641,1.0,2980,1152921504606846975
11330000,8,5754722,27657251,1.0,2986,1152921504606846975
11340000,9,5758789,27676380,1.0,2991,1152921504606846975
11350000,10,5762887,27695689,1.0,2996,1152921504606846975
11360000,11,5767002,27715041,1.0,2998,1152921504606846975
11370000,12,5771159,27734518,1.0,3002,1152921504606846975
11380000,9,5775249,27753798,1.0,3003,1152921504606846975
11390000,10,5779373,27773192,1.0,3003,1152921504606846975
11400000,12,5783407,27792075,1.0,3009,1152921504606846975
11410000,11,5787314,27810417,1.0,3010,1152921504606846975
11420000,16,5791391,27829597,1.0,3014,1152921504606846975
11430000,9,5795460,27848776,1.0,3015,1152921504606846975
11440000,12,5799526,27867944,1.0,3019,1152921504606846975
11450000,12,5803645,27887269,1.0,3022,1152921504606846975
11460000,13,5807715,27906457,1.0,3025,1152921504606846975
11470000,12,5811774,27925562,1.0,3030,1152921504606846975
11480000,12,5815738,27944153,1.0,3034,1152921504606846975
11490000,14,5819773,27963199,1.0,3038,1152921504606846975
11500000,11,5823764,27982054,1.0,3039,1152921504606846975
11510000,9,5827838,28001223,1.0,3040,1152921504606846975
11520000,13,5831798,28019764,1.0,3044,1152921504606846975
11530000,10,5835826,28038611,1.0,3047,1152921504606846975
11540000,11,5839787,28057225,1.0,3049,1152921504606846975
11550000,11,5843876,28076441,1.0,3053,1152921504606846975
11560000,10,5847959,28095666,1.0,3054,1152921504606846975
11570000,12,5852005,28114707,1.0,3060,1152921504606846975
11580000,12,5855981,28133353,1.0,3063,1152921504606846975
11590000,10,5859952,28152031,1.0,3064,1152921504606846975
11600000,8,5864015,28171146,1.0,3070,1152921504606846975
11610000,12,5867974,28189752,1.0,3073,1152921504606846975
11620000,12,5871895,28208108,1.0,3079,1152921504606846975
11630000,8,5875931,28227071,1.0,3079,1152921504606846975
11640000,11,5879872,28245596,1.0,3081,1152921504606846975
11650000,11,5883789,28263968,1.0,3084,1152921504606846975
11660000,11,5887779,28282593,1.0,3084,1152921504606846975
11670000,9,5891792,28301475,1.0,3084,1152921504606846975
11680000,13,5895853,28320596,1.0,3087,1152921504606846975
11690000,12,5899907,28339671,1.0,3090,1152921504606846975
11700000,14,5903868,28358297,1.0,3092,1152921504606846975
11710000,9,5907803,28376827,1.0,3092,1152921504606846975
11720000,11,5911811,28395634,1.0,3094,1152921504606846975
11730000,8,5915756,28414237,1.0,3094,1152921504606846975
11740000,10,5919709,28432807,1.0,3097,1152921504606846975
11750000,11,5923758,28451733,1.0,3103,1152921504606846975
11760000,10,5927723,28470376,1.0,3104,1152921504606846975
11770000,10,5931770,28489357,1.0,3107,1152921504606846975
11780000,13,5935725,28507920,1.0,3111,1152921504606846975
11790000,9,5939765,28526823,1.0,3113,1152921504606846975
11800000,10,5943876,28546223,1.0,3114,1152921504606846975
11810000,13,5947845,28564870,1.0,3115,1152921504606846975
11820000,11,5951818,28583411,1.0,3120,1152921504606846975
11830000,13,5955710,28601687,1.0,3121,1152921504606846975
11840000,14,5959667,28620205,1.0,3127,1152921504606846975
11850000,12,5963693,28638999,1.0,3132,1152921504606846975
11860000,10,5967565,28657128,1.0,3134,1152921504606846975
11870000,11,5971514,28675657,1.0,3136,1152921504606846975
11880000,9,5975533,28694625,1.0,3137,1152921504606846975
11890000,11,5979510,28713199,1.0,3140,1152921504606846975
11900000,9,5983477,28731839,1.0,3144,1152921504606846975
11910000,13,5987484,28750627,1.0,3147,1152921504606846975
11920000,10,5991494,28769503,1.0,3149,1152921504606846975
11930000,14,5995459,28788037,1.0,3151,1152921504606846975
11940000,12,5999382,28806412,1.0,3153,1152921504606846975
11950000,11,6003420,28825440,1.0,3156,1152921504606846975
11960000,11,6007401,28844065,1.0,3159,1152921504606846975
11970000,14,6011301,28862272,1.0,3160,1152921504606846975
11980000,10,6015288,28881064,1.0,3161,1152921504606846975
11990000,9,6019265,28899736,1.0,3165,1152921504606846975
12000000,8,6023141,28917879,1.0,3167,1152921504606846975
12010000,8,6027140,28936649,1.0,3167,1152921504606846975
12020000,10,6031145,28955439,1.0,3170,1152921504606846975
12030000,11,6035148,28974192,1.0,3172,1152921504606846975
12040000,12,6039154,28993003,1.0,3177,1152921504606846975
12050000,11,6043029,29011113,1.0,3177,1152921504606846975
12060000,10,6046951,29029439,1.0,3181,1152921504606846975
12070000,8,6050953,29048263,1.0,3184,1152921504606846975
12080000,9,6054893,29066772,1.0,3185,1152921504606846975
12090000,11,6058806,29085112,1.0,3186,1152921504606846975
12100000,11,6062761,29103626,1.0,3190,1152921504606846975
12110000,9,6066774,29122400,1.0,3190,1152921504606846975
12120000,13,6070693,29140839,1.0,3195,1152921504606846975
12130000,10,6074644,29159373,1.0,3199,1152921504606846975
12140000,13,6078494,29177439,1.0,3200,1152921504606846975
12150000,8,6082496,29196170,1.0,3203,1152921504606846975
12160000,13,6086386,29214358,1.0,3204,1152921504606846975
12170000,12,6090370,29233009,1.0,3205,1152921504606846975
12180000,11,6094211,29251107,1.0,3206,1152921504606846975
12190000,11,6098125,29269442,1.0,3207,1152921504606846975
12200000,11,6101987,29287560,1.0,3210,1152921504606846975
12210000,14,6105897,29305900,1.0,3213,1152921504606846975
12220000,10,6109899,29324681,1.0,3216,1152921504606846975
12230000,10,6113821,29343030,1.0,3217,1152921504606846975
12240000,10,6117687,29361212,1.0,3217,1152921504606846975
12250000,8,6121519,29379216,1.0,3218,1152921504606846975
12260000,13,6125383,29397358,1.0,3221,1152921504606846975
12270000,11,6129432,29416248,1.0,3224,1152921504606846975
12280000,8,6133280,29434264,1.0,3227,1152921504606846975
12290000,10,6137205,29452668,1.0,3227,1152921504606846975
12300000,10,6141048,29470692,1.0,3230,1152921504606846975
12310000,12,6145017,29489365,1.0,3232,1152921504606846975
12320000,14,6148936,29507733,1.0,3236,1152921504606846975
12330000,11,6152845,29526027,1.0,3243,1152921504606846975
12340000,11,6156733,29544215,1.0,3247,1152921504606846975
12350000,13,6160614,29562454,1.0,3248,1152921504606846975
12360000,13,6164498,29580669,1.0,3251,1152921504606846975
12370000,10,6168361,29598819,1.0,3253,1152921504606846975
12380000,10,6172197,29616874,1.0,3255,1152921504606846975
12390000,11,6176068,29635008,1.0,3255,1152921504606846975
12400000,10,6179857,29652736,1.0,3260,1152921504606846975
12410000,13,6183602,29670365,1.0,3264,1152921504606846975
12420000,12,6187405,29688158,1.0,3264,1152921504606846975
12430000,10,6191369,29706833,1.0,3267,1152921504606846975
12440000,11,6195235,29724929,1.0,3270,1152921504606846975
12450000,8,6199200,29743437,1.0,3272,1152921504606846975
12460000,10,6203128,29761858,1.0,3275,1152921504606846975
12470000,7,6207063,29780341,1.0,3276,1152921504606846975
12480000,13,6210959,29798606,1.0,3280,1152921504606846975
12490000,12,6214915,29817175,1.0,3282,1152921504606846975
