reads,avg_candidates,total_clusters,total_buckets,avg_bucket_size,max_bucket_size,worstKmer
10000,0,8210,40922,1.0,10,1152921504606846975
20000,0,16327,81347,1.0,19,1152921504606846975
30000,0,24417,121599,1.0,23,1152921504606846975
40000,0,32351,161106,1.0,29,1152921504606846975
50000,0,40232,200301,1.0,32,1152921504606846975
60000,0,48066,239259,1.0,38,1152921504606846975
70000,0,55827,277776,1.0,43,1152921504606846975
80000,0,63544,316084,1.0,47,1152921504606846975
90000,0,71190,354059,1.0,50,1152921504606846975
100000,0,78766,391609,1.0,60,1152921504606846975
110000,0,86393,429466,1.0,60,1152921504606846975
120000,0,93926,466834,1.0,67,1152921504606846975
130000,0,101373,503788,1.0,70,1152921504606846975
140000,0,108775,540453,1.0,74,1152921504606846975
150000,0,116273,577573,1.0,80,1152921504606846975
160000,0,123671,614249,1.0,82,1152921504606846975
170000,0,130973,650445,1.0,84,1152921504606846975
180000,0,138247,686417,1.0,88,1152921504606846975
190000,0,145561,722646,1.0,92,1152921504606846975
200000,0,152857,758771,1.0,95,1152921504606846975
210000,0,160051,794380,1.0,99,1152921504606846975
220000,0,167310,830292,1.0,99,1152921504606846975
230000,0,174461,865672,1.0,102,1152921504606846975
240000,0,181541,900687,1.0,105,1152921504606846975
250000,0,188686,936020,1.0,108,1152921504606846975
260000,0,195741,970868,1.0,112,1152921504606846975
270000,0,202826,1005951,1.0,115,1152921504606846975
280000,0,209839,1040583,1.0,122,1152921504606846975
290000,0,216860,1075198,1.0,125,1152921504606846975
300000,0,223913,1109976,1.0,129,1152921504606846975
310000,0,230799,1144014,1.0,132,1152921504606846975
320000,0,237731,1178259,1.0,134,1152921504606846975
330000,0,244664,1212538,1.0,138,1152921504606846975
340000,0,251708,1247307,1.0,143,1152921504606846975
350000,0,258655,1281561,1.0,149,1152921504606846975
360000,0,265530,1315477,1.0,152,1152921504606846975
370000,0,272438,1349506,1.0,156,1152921504606846975
380000,0,279188,1382829,1.0,160,1152921504606846975
390000,0,286021,1416540,1.0,165,1152921504606846975
400000,0,292823,1450117,1.0,171,1152921504606846975
410000,0,299551,1483299,1.0,172,1152921504606846975
420000,1,306365,1516889,1.0,178,1152921504606846975
430000,0,313178,1550451,1.0,184,1152921504606846975
440000,0,319955,1583827,1.0,187,1152921504606846975
450000,0,326722,1617218,1.0,190,1152921504606846975
460000,0,333559,1650916,1.0,193,1152921504606846975
470000,0,340248,1683821,1.0,200,1152921504606846975
480000,1,346936,1716794,1.0,207,1152921504606846975
490000,1,353591,1749582,1.0,210,1152921504606846975
500000,0,360286,1782497,1.0,214,1152921504606846975
510000,1,366929,1815192,1.0,218,1152921504606846975
520000,1,373650,1848282,1.0,221,1152921504606846975
530000,1,380347,1881208,1.0,224,1152921504606846975
540000,0,386926,1913588,1.0,228,1152921504606846975
550000,1,393509,1945993,1.0,233,1152921504606846975
560000,1,400087,1978296,1.0,238,1152921504606846975
570000,1,406688,2010829,1.0,240,1152921504606846975
580000,0,413237,2043037,1.0,241,1152921504606846975
590000,1,419787,2075244,1.0,244,1152921504606846975
600000,1,426387,2107723,1.0,244,1152921504606846975
610000,1,433050,2140539,1.0,247,1152921504606846975
620000,0,439722,2173360,1.0,250,1152921504606846975
630000,1,446362,2206009,1.0,254,1152921504606846975
640000,1,453035,2238873,1.0,257,1152921504606846975
650000,1,459668,2271449,1.0,259,1152921504606846975
660000,1,466285,2304014,1.0,260,1152921504606846975
670000,1,472981,2336907,1.0,266,1152921504606846975
680000,0,479434,2368622,1.0,267,1152921504606846975
690000,1,485835,2400073,1.0,270,1152921504606846975
700000,1,492270,2431656,1.0,270,1152921504606846975
710000,1,498742,2463454,1.0,274,1152921504606846975
720000,1,505141,2494874,1.0,275,1152921504606846975
730000,1,511493,2526103,1.0,278,1152921504606846975
740000,1,517903,2557517,1.0,279,1152921504606846975
750000,1,524339,2589073,1.0,284,1152921504606846975
760000,1,530774,2620693,1.0,285,1152921504606846975
770000,1,537151,2651975,1.0,289,1152921504606846975
780000,1,543550,2683408,1.0,292,1152921504606846975
790000,1,549964,2714926,1.0,293,1152921504606846975
800000,1,556252,2745817,1.0,296,1152921504606846975
810000,1,562629,2777065,1.0,297,1152921504606846975
820000,1,568948,2808008,1.0,298,1152921504606846975
830000,1,575255,2838965,1.0,299,1152921504606846975
840000,1,581616,2870194,1.0,302,1152921504606846975
850000,1,587930,2901089,1.0,304,1152921504606846975
860000,1,594196,2931799,1.0,308,1152921504606846975
870000,1,600442,2962443,1.0,311,1152921504606846975
880000,1,606738,2993275,1.0,314,1152921504606846975
890000,1,613021,3024139,1.0,316,1152921504606846975
900000,1,619325,3054956,1.0,317,1152921504606846975
910000,1,625676,3086075,1.0,318,1152921504606846975
920000,1,631946,3116778,1.0,319,1152921504606846975
930000,1,638148,3147156,1.0,323,1152921504606846975
940000,1,644342,3177534,1.0,325,1152921504606846975
950000,1,650577,3208090,1.0,328,1152921504606846975
960000,1,656844,3238769,1.0,330,1152921504606846975
970000,1,662922,3268515,1.0,334,1152921504606846975
980000,1,669189,3299260,1.0,338,1152921504606846975
990000,1,675329,3329331,1.0,340,1152921504606846975
1000000,1,681490,3359447,1.0,342,1152921504606846975
1010000,1,687581,3389329,1.0,345,1152921504606846975
1020000,1,693799,3419799,1.0,347,1152921504606846975
1030000,1,699998,3450176,1.0,349,1152921504606846975
1040000,1,706085,3479943,1.0,350,1152921504606846975
1050000,1,712284,3510250,1.0,353,1152921504606846975
1060000,1,718510,3540760,1.0,355,1152921504606846975
1070000,1,724615,3570596,1.0,360,1152921504606846975
1080000,1,730758,3600601,1.0,363,1152921504606846975
1090000,1,736902,3630711,1.0,367,1152921504606846975
1100000,1,743136,3661145,1.0,370,1152921504606846975
1110000,1,749359,3691592,1.0,371,1152921504606846975
1120000,1,755604,3722176,1.0,373,1152921504606846975
1130000,1,761735,3752115,1.0,376,1152921504606846975
1140000,1,767868,3782123,1.0,380,1152921504606846975
1150000,1,774131,3812727,1.0,383,1152921504606846975
1160000,1,780362,3843202,1.0,385,1152921504606846975
1170000,1,786718,3874240,1.0,389,1152921504606846975
1180000,1,792983,3904897,1.0,394,1152921504606846975
1190000,1,799164,3935115,1.0,394,1152921504606846975
1200000,1,805061,3963942,1.0,396,1152921504606846975
1210000,2,811062,3993271,1.0,398,1152921504606846975
1220000,1,817159,4023027,1.0,402,1152921504606846975
1230000,1,823411,4053589,1.0,405,1152921504606846975
1240000,1,829612,4083940,1.0,409,1152921504606846975
1250000,1,835881,4114578,1.0,410,1152921504606846975
1260000,1,842058,4144798,1.0,413,1152921504606846975
1270000,2,848236,4174926,1.0,415,1152921504606846975
1280000,1,854469,4205293,1.0,418,1152921504606846975
1290000,1,860802,4236191,1.0,419,1152921504606846975
1300000,1,867026,4266636,1.0,419,1152921504606846975
1310000,1,873278,4297181,1.0,423,1152921504606846975
1320000,1,879551,4327841,1.0,425,1152921504606846975
1330000,1,885809,4358428,1.0,430,1152921504606846975
1340000,2,892016,4388782,1.0,430,1152921504606846975
1350000,2,898198,4418985,1.0,435,1152921504606846975
1360000,2,904345,4449055,1.0,436,1152921504606846975
1370000,1,910538,4479319,1.0,437,1152921504606846975
1380000,1,916735,4509597,1.0,440,1152921504606846975
1390000,1,922902,4539672,1.0,443,1152921504606846975
1400000,2,929135,4570152,1.0,450,1152921504606846975
1410000,1,935341,4600480,1.0,454,1152921504606846975
1420000,2,941485,4630450,1.0,457,1152921504606846975
1430000,1,947679,4660645,1.0,458,1152921504606846975
1440000,1,953850,4690798,1.0,460,1152921504606846975
1450000,1,960030,4721035,1.0,460,1152921504606846975
1460000,1,966198,4751132,1.0,462,1152921504606846975
1470000,1,972345,4781103,1.0,462,1152921504606846975
1480000,1,978528,4811333,1.0,462,1152921504606846975
1490000,2,984705,4841466,1.0,462,1152921504606846975
1500000,1,990888,4871568,1.0,462,1152921504606846975
1510000,1,997072,4901773,1.0,465,1152921504606846975
1520000,1,1003208,4931673,1.0,466,1152921504606846975
1530000,2,1009377,4961717,1.0,469,1152921504606846975
1540000,1,1015442,4991227,1.0,471,1152921504606846975
1550000,2,1021558,5021097,1.0,473,1152921504606846975
1560000,1,1027725,5051102,1.0,475,1152921504606846975
1570000,1,1033778,5080658,1.0,477,1152921504606846975
1580000,1,1039933,5110680,1.0,478,1152921504606846975
1590000,1,1046056,5140542,1.0,478,1152921504606846975
1600000,1,1052197,5170508,1.0,480,1152921504606846975
1610000,1,1058334,5200440,1.0,481,1152921504606846975
1620000,2,1064490,5230576,1.0,486,1152921504606846975
1630000,2,1070652,5260662,1.0,486,1152921504606846975
1640000,2,1076710,5290165,1.0,490,1152921504606846975
1650000,1,1082758,5319684,1.0,492,1152921504606846975
1660000,2,1088776,5349018,1.0,492,1152921504606846975
1670000,2,1094783,5378265,1.0,496,1152921504606846975
1680000,1,1100759,5407313,1.0,498,1152921504606846975
1690000,1,1106691,5436158,1.0,500,1152921504606846975
1700000,2,1112642,5465123,1.0,502,1152921504606846975
1710000,2,1118502,5493706,1.0,503,1152921504606846975
1720000,1,1124502,5522926,1.0,505,1152921504606846975
1730000,2,1130491,5552144,1.0,507,1152921504606846975
1740000,2,1136442,5581156,1.0,511,1152921504606846975
1750000,2,1142284,5609574,1.0,515,1152921504606846975
1760000,1,1148207,5638396,1.0,519,1152921504606846975
1770000,2,1154178,5667499,1.0,520,1152921504606846975
1780000,2,1160107,5696364,1.0,523,1152921504606846975
1790000,2,1165981,5724970,1.0,527,1152921504606846975
1800000,2,1171894,5753688,1.0,531,1152921504606846975
1810000,2,1177842,5782594,1.0,532,1152921504606846975
1820000,2,1183754,5811423,1.0,533,1152921504606846975
1830000,2,1189763,5840612,1.0,534,1152921504606846975
1840000,2,1195621,5869063,1.0,539,1152921504606846975
1850000,2,1201413,5897214,1.0,541,1152921504606846975
1860000,1,1207207,5925431,1.0,543,1152921504606846975
1870000,2,1213050,5953857,1.0,547,1152921504606846975
1880000,2,1218883,5982212,1.0,550,1152921504606846975
1890000,2,1224709,6010494,1.0,552,1152921504606846975
1900000,2,1230559,6038943,1.0,557,1152921504606846975
1910000,2,1236411,6067402,1.0,559,1152921504606846975
1920000,2,1242233,6095727,1.0,564,1152921504606846975
1930000,2,1248073,6124111,1.0,567,1152921504606846975
1940000,2,1253858,6152307,1.0,569,1152921504606846975
1950000,1,1259680,6180598,1.0,570,1152921504606846975
1960000,2,1265568,6209235,1.0,573,1152921504606846975
1970000,2,1271333,6237349,1.0,576,1152921504606846975
1980000,2,1277188,6265858,1.0,579,1152921504606846975
1990000,1,1282892,6293690,1.0,581,1152921504606846975
2000000,2,1288688,6321867,1.0,581,1152921504606846975
2010000,2,1294509,6350130,1.0,582,1152921504606846975
2020000,2,1300350,6378615,1.0,584,1152921504606846975
2030000,2,1306217,6407164,1.0,590,1152921504606846975
2040000,2,1312033,6435441,1.0,594,1152921504606846975
2050000,3,1317764,6463384,1.0,599,1152921504606846975
2060000,2,1323556,6491579,1.0,601,1152921504606846975
2070000,2,1329336,6519687,1.0,604,1152921504606846975
2080000,3,1335008,6547261,1.0,609,1152921504606846975
2090000,3,1340806,6575541,1.0,614,1152921504606846975
2100000,2,1346681,6604134,1.0,615,1152921504606846975
2110000,2,1352485,6632354,1.0,617,1152921504606846975
2120000,2,1358213,6660168,1.0,619,1152921504606846975
2130000,1,1363983,6688288,1.0,622,1152921504606846975
2140000,1,1369697,6716038,1.0,622,1152921504606846975
2150000,2,1375455,6744069,1.0,624,1152921504606846975
2160000,2,1381257,6772262,1.0,625,1152921504606846975
2170000,2,1387066,6800445,1.0,628,1152921504606846975
2180000,2,1392821,6828426,1.0,628,1152921504606846975
2190000,2,1398618,6856558,1.0,632,1152921504606846975
2200000,2,1404445,6884812,1.0,636,1152921504606846975
2210000,2,1410233,6912850,1.0,638,1152921504606846975
2220000,2,1416025,6940990,1.0,641,1152921504606846975
2230000,2,1421739,6968738,1.0,644,1152921504606846975
2240000,2,1427509,6996757,1.0,646,1152921504606846975
2250000,2,1433225,7024524,1.0,650,1152921504606846975
2260000,3,1439015,7052481,1.0,655,1152921504606846975
2270000,2,1444796,7080580,1.0,658,1152921504606846975
2280000,2,1450571,7108626,1.0,659,1152921504606846975
2290000,3,1456359,7136720,1.0,664,1152921504606846975
2300000,2,1462010,7164059,1.0,665,1152921504606846975
2310000,2,1467728,7191828,1.0,669,1152921504606846975
2320000,1,1473577,7220245,1.0,671,1152921504606846975
2330000,3,1479378,7248400,1.0,674,1152921504606846975
2340000,2,1485043,7275824,1.0,676,1152921504606846975
2350000,2,1490802,7303771,1.0,678,1152921504606846975
2360000,2,1496565,7331760,1.0,682,1152921504606846975
2370000,2,1502328,7359731,1.0,684,1152921504606846975
2380000,3,1508135,7387806,1.0,687,1152921504606846975
2390000,2,1513848,7415539,1.0,689,1152921504606846975
2400000,1,1519552,7443253,1.0,691,1152921504606846975
2410000,2,1525327,7471278,1.0,693,1152921504606846975
2420000,2,1530948,7498587,1.0,694,1152921504606846975
2430000,2,1536682,7526332,1.0,694,1152921504606846975
2440000,2,1542426,7554233,1.0,698,1152921504606846975
2450000,2,1548179,7582143,1.0,702,1152921504606846975
2460000,2,1554018,7610401,1.0,703,1152921504606846975
2470000,2,1559747,7638196,1.0,703,1152921504606846975
2480000,2,1565478,7666025,1.0,706,1152921504606846975
2490000,2,1571182,7693723,1.0,709,1152921504606846975
2500000,2,1576924,7721510,1.0,711,1152921504606846975
2510000,2,1582691,7749482,1.0,712,1152921504606846975
2520000,2,1588506,7777699,1.0,714,1152921504606846975
2530000,3,1594247,7805551,1.0,716,1152921504606846975
2540000,2,1600011,7833499,1.0,716,1152921504606846975
2550000,2,1605749,7861386,1.0,718,1152921504606846975
2560000,3,1611480,7889155,1.0,720,1152921504606846975
2570000,3,1617204,7916834,1.0,724,1152921504606846975
2580000,2,1622932,7944659,1.0,726,1152921504606846975
2590000,3,1628574,7972004,1.0,727,1152921504606846975
2600000,2,1634325,7999947,1.0,729,1152921504606846975
2610000,3,1640058,8027663,1.0,733,1152921504606846975
2620000,3,1645785,8055424,1.0,735,1152921504606846975
2630000,3,1651513,8083173,1.0,737,1152921504606846975
2640000,2,1657161,8110446,1.0,743,1152921504606846975
2650000,3,1662884,8138156,1.0,748,1152921504606846975
2660000,2,1668574,8165744,1.0,748,1152921504606846975
2670000,2,1674217,8193032,1.0,749,1152921504606846975
2680000,2,1680003,8221124,1.0,751,1152921504606846975
2690000,2,1685676,8248746,1.0,752,1152921504606846975
2700000,2,1691406,8276478,1.0,752,1152921504606846975
2710000,2,1697129,8304219,1.0,753,1152921504606846975
2720000,2,1702862,8331997,1.0,757,1152921504606846975
2730000,2,1708582,8359714,1.0,758,1152921504606846975
2740000,3,1714294,8387341,1.0,759,1152921504606846975
2750000,3,1719986,8414817,1.0,761,1152921504606846975
2760000,3,1725651,8442165,1.0,765,1152921504606846975
2770000,2,1731365,8469859,1.0,765,1152921504606846975
2780000,2,1737068,8497492,1.0,765,1152921504606846975
2790000,3,1742717,8524885,1.0,766,1152921504606846975
2800000,3,1748463,8552701,1.0,768,1152921504606846975
2810000,3,1754160,8580182,1.0,773,1152921504606846975
2820000,3,1759884,8607880,1.0,778,1152921504606846975
2830000,3,1765604,8635558,1.0,779,1152921504606846975
2840000,2,1771348,8663317,1.0,782,1152921504606846975
2850000,2,1777044,8690816,1.0,783,1152921504606846975
2860000,2,1782733,8718388,1.0,785,1152921504606846975
2870000,2,1788414,8745942,1.0,787,1152921504606846975
2880000,2,1793991,8772946,1.0,787,1152921504606846975
2890000,4,1799594,8800038,1.0,790,1152921504606846975
2900000,2,1805327,8827812,1.0,793,1152921504606846975
2910000,2,1810995,8855226,1.0,795,1152921504606846975
2920000,3,1816624,8882504,1.0,798,1152921504606846975
2930000,3,1822178,8909371,1.0,800,1152921504606846975
2940000,3,1827832,8936687,1.0,805,1152921504606846975
2950000,2,1833512,8964217,1.0,806,1152921504606846975
2960000,3,1839167,8991478,1.0,810,1152921504606846975
2970000,2,1844753,9018515,1.0,813,1152921504606846975
2980000,2,1850389,9045783,1.0,814,1152921504606846975
2990000,2,1855995,9072935,1.0,816,1152921504606846975
3000000,3,1861645,9100265,1.0,817,1152921504606846975
3010000,2,1867187,9127088,1.0,817,1152921504606846975
3020000,3,1872814,9154233,1.0,818,1152921504606846975
3030000,2,1878326,9180984,1.0,820,1152921504606846975
3040000,3,1883836,9207560,1.0,822,1152921504606846975
3050000,2,1889403,9234446,1.0,824,1152921504606846975
3060000,2,1894859,9260832,1.0,825,1152921504606846975
3070000,2,1900416,9287822,1.0,826,1152921504606846975
3080000,2,1905833,9313955,1.0,829,1152921504606846975
3090000,2,1911343,9340633,1.0,830,1152921504606846975
3100000,2,1916822,9367115,1.0,833,1152921504606846975
3110000,4,1922319,9393714,1.0,837,1152921504606846975
3120000,4,1927784,9420209,1.0,841,1152921504606846975
3130000,3,1933259,9446574,1.0,842,1152921504606846975
3140000,2,1938728,9472970,1.0,845,1152921504606846975
3150000,3,1944292,9499871,1.0,846,1152921504606846975
3160000,2,1949814,9526441,1.0,846,1152921504606846975
3170000,3,1955340,9553239,1.0,850,1152921504606846975
3180000,3,1960821,9579796,1.0,851,1152921504606846975
3190000,2,1966326,9606416,1.0,851,1152921504606846975
3200000,2,1971821,9632958,1.0,854,1152921504606846975
3210000,2,1977315,9659430,1.0,858,1152921504606846975
3220000,3,1982737,9685522,1.0,860,1152921504606846975
3230000,2,1988269,9712264,1.0,860,1152921504606846975
3240000,2,1993780,9738911,1.0,863,1152921504606846975
3250000,2,1999271,9765520,1.0,867,1152921504606846975
3260000,2,2004660,9791589,1.0,867,1152921504606846975
3270000,2,2010080,9817791,1.0,869,1152921504606846975
3280000,2,2015477,9843900,1.0,869,1152921504606846975
3290000,3,2020920,9870166,1.0,871,1152921504606846975
3300000,2,2026191,9895672,1.0,875,1152921504606846975
3310000,2,2031551,9921524,1.0,877,1152921504606846975
3320000,3,2036905,9947416,1.0,883,1152921504606846975
3330000,2,2042266,9973352,1.0,884,1152921504606846975
3340000,3,2047517,9998737,1.0,887,1152921504606846975
3350000,4,2052885,10024569,1.0,890,1152921504606846975
3360000,2,2058204,10050285,1.0,891,1152921504606846975
3370000,3,2063433,10075554,1.0,893,1152921504606846975
3380000,2,2068765,10101315,1.0,896,1152921504606846975
3390000,3,2074111,10127175,1.0,897,1152921504606846975
3400000,3,2079361,10152409,1.0,900,1152921504606846975
3410000,3,2084528,10177375,1.0,901,1152921504606846975
3420000,2,2089840,10202965,1.0,902,1152921504606846975
3430000,3,2095338,10229523,1.0,902,1152921504606846975
3440000,3,2100779,10255833,1.0,903,1152921504606846975
3450000,3,2106315,10282538,1.0,906,1152921504606846975
3460000,2,2111723,10308687,1.0,907,1152921504606846975
3470000,3,2117118,10334665,1.0,908,1152921504606846975
3480000,3,2122522,10360739,1.0,909,1152921504606846975
3490000,3,2127926,10386877,1.0,911,1152921504606846975
3500000,3,2133366,10413156,1.0,913,1152921504606846975
3510000,3,2138751,10439242,1.0,915,1152921504606846975
3520000,2,2144099,10465047,1.0,916,1152921504606846975
3530000,4,2149545,10491315,1.0,920,1152921504606846975
3540000,4,2154938,10517450,1.0,923,1152921504606846975
3550000,3,2160267,10543209,1.0,924,1152921504606846975
3560000,3,2165617,10569062,1.0,929,1152921504606846975
3570000,3,2170999,10594973,1.0,931,1152921504606846975
3580000,3,2176427,10621192,1.0,934,1152921504606846975
3590000,3,2181880,10647552,1.0,936,1152921504606846975
3600000,4,2187343,10673920,1.0,939,1152921504606846975
3610000,3,2192743,10700071,1.0,939,1152921504606846975
3620000,3,2198151,10726135,1.0,942,1152921504606846975
3630000,2,2203502,10751969,1.0,944,1152921504606846975
3640000,3,2208946,10778179,1.0,947,1152921504606846975
3650000,3,2214331,10804171,1.0,951,1152921504606846975
3660000,3,2219827,10830695,1.0,953,1152921504606846975
3670000,3,2225187,10856571,1.0,957,1152921504606846975
3680000,2,2230533,10882345,1.0,958,1152921504606846975
3690000,4,2235921,10908296,1.0,959,1152921504606846975
3700000,3,2241251,10934063,1.0,963,1152921504606846975
3710000,3,2246562,10959736,1.0,965,1152921504606846975
3720000,4,2251953,10985816,1.0,967,1152921504606846975
3730000,4,2257337,11011748,1.0,969,1152921504606846975
3740000,3,2262726,11037752,1.0,971,1152921504606846975
3750000,3,2268028,11063383,1.0,973,1152921504606846975
3760000,3,2273352,11089109,1.0,974,1152921504606846975
3770000,4,2278716,11114904,1.0,976,1152921504606846975
3780000,4,2284075,11140695,1.0,976,1152921504606846975
3790000,3,2289352,11166021,1.0,978,1152921504606846975
3800000,3,2294660,11191598,1.0,985,1152921504606846975
3810000,3,2299890,11216801,1.0,989,1152921504606846975
3820000,3,2305244,11242626,1.0,992,1152921504606846975
3830000,4,2310564,11268254,1.0,992,1152921504606846975
3840000,3,2315848,11293795,1.0,993,1152921504606846975
3850000,2,2321124,11319271,1.0,994,1152921504606846975
3860000,2,2326421,11344727,1.0,996,1152921504606846975
3870000,3,2331749,11370353,1.0,997,1152921504606846975
3880000,4,2337108,11396116,1.0,999,1152921504606846975
3890000,3,2342461,11421901,1.0,1002,1152921504606846975
3900000,2,2347782,11447539,1.0,1005,1152921504606846975
3910000,3,2353139,11473386,1.0,1006,1152921504606846975
3920000,3,2358469,11499075,1.0,1010,1152921504606846975
3930000,3,2363737,11524387,1.0,1016,1152921504606846975
3940000,4,2368965,11549502,1.0,1020,1152921504606846975
3950000,4,2374241,11574969,1.0,1023,1152921504606846975
3960000,3,2379406,11599832,1.0,1025,1152921504606846975
3970000,4,2384583,11624805,1.0,1029,1152921504606846975
3980000,3,2389774,11649738,1.0,1030,1152921504606846975
3990000,2,2395023,11675103,1.0,1031,1152921504606846975
4000000,3,2400172,11699902,1.0,1033,1152921504606846975
4010000,4,2405310,11724606,1.0,1040,1152921504606846975
4020000,3,2410608,11750152,1.0,1040,1152921504606846975
4030000,3,2415868,11775462,1.0,1043,1152921504606846975
4040000,3,2421129,11800766,1.0,1046,1152921504606846975
4050000,3,2426399,11826206,1.0,1047,1152921504606846975
4060000,4,2431645,11851568,1.0,1052,1152921504606846975
4070000,4,2437009,11877294,1.0,1056,1152921504606846975
